user_id,item_id
50142094,254127882
57460275,331212270
112896793,331368501
130821785,286297354
64043492,291519708
39329021,179222099
54915080,125666923
106778951,54243076
57679953,333028913
114099881,333028913
40387240,185353244
106778951,256506746
13167552,109518814
103490614,79590796
18594472,104202558
137515335,83013703
134099205,140269020
47588459,314903844
142014633,310969312
56162253,29857043
128441868,136313542
2046058,54960667
48790890,54960667
128441868,382417631
32840272,207449114
32840272,111163483
40387240,8468915
4498439,323582185
105906755,259013587
49669986,259013587
22545810,277831337
128535231,305613858
2228206,305613858
120305341,377607849
117308645,79575014
3311167,390634710
131019638,321886986
100442521,87030081
100442521,234530675
100442521,244784735
100442521,169674678
100442521,85464552
132626507,48267628
3353347,83288278
110067667,46480880
15225481,374214353
50783368,374214353
122132057,303205878
51813809,303205878
116340014,298564848
55100099,111017441
16830811,181630953
128158908,128385083
50805790,127342263
116592686,172241091
127414902,92120508
116447243,58496562
126674457,364061260
135792408,290999637
13709817,299941043
132565790,150823353
132626507,24376695
12952941,310341265
137507730,283482855
133154036,372406579
16407724,310028746
32635471,58727293
29499215,58727293
39092792,80135499
55028609,71985415
120305341,362441436
60956726,341849097
27831488,57661436
114709109,95910606
120278269,358202857
51813809,110749170
142014633,227433318
11293311,352268671
110128897,271824339
17448412,374880559
122357858,123339153
29684399,8816162
4498439,74977824
56011760,98656648
111793402,194109891
137525448,57944339
35335282,36266314
39066596,36266314
137334222,80586034
18594472,80586034
4915814,343575787
11624163,369875217
50146084,369875217
116909354,254026670
40387240,351069490
35335282,143149727
128471427,174702907
106639460,388998815
114370733,388998815
127414902,232132288
132755942,31238685
39066596,311377654
21908559,316957378
16513333,265122669
64151780,265122669
138589540,170742994
5027015,262178796
24050440,257985909
54594113,6039035
18176035,282958866
35323402,66277095
35323402,219879600
119412768,171931923
135792408,192077643
34792318,359916772
114709109,400224907
22716240,359042506
62217770,287444888
2854798,125518814
142014633,13781372
121923944,130660969
62969888,84141319
132626507,59582657
106778951,116609901
106778951,215720005
137334222,194592126
114370733,222514477
138589540,280568478
32060788,71796857
12073638,106304028
18704425,371485218
128338662,311499944
109579014,134427531
49444128,352882725
136662507,175200425
105906755,167822567
40849750,399757811
138589540,105209861
102784585,21000926
102784585,80233719
11984838,80233719
113445572,303625840
110946571,165101425
54594113,165101425
48790890,20650412
103044784,298653441
61432703,51734688
34756237,131904115
46312028,388470820
12952941,254429075
13492065,280674759
103215328,126238643
447828,206016051
103490614,300814663
103490614,6428045
103490614,122771636
11366706,119234970
18444517,177231251
11624163,64901612
132755942,122057227
120305341,253798929
120305341,49718239
26352376,37672618
32840272,89242693
22428027,89242693
128441868,176571127
35335282,202020525
10129914,249618450
16609756,232724685
28204430,249690939
42096946,249690939
116592686,49002319
106655468,253176955
110068303,367866845
132432194,92431073
2854798,218415196
32060788,136931663
58517586,314069950
26491468,80552457
106778951,154455248
142159824,179625206
106778951,389129871
28557548,1696120
43231261,262043769
317091,345845463
105906755,63840223
50216353,384176131
112679713,325689733
106778951,231390479
29684399,202315530
47045360,311234607
120305341,220359325
40528453,112501186
50260039,275264557
124956647,307830817
13344675,195140715
21150501,327378015
50146084,242709260
18176035,105208301
124700441,192074764
105026093,276308875
105026093,211368631
132626507,248015661
12546384,229343937
43231261,380090625
16476718,102217808
29614901,332632241
18594472,177212089
36276632,300930741
19170635,300930741
132506852,303332989
118509390,309984252
4498439,344667993
106778951,249976517
16088923,6700007
111408175,298206428
48790890,268488417
105315608,386436338
105315608,22480731
128441868,276316706
105315608,157003463
64515237,349826940
105315608,114765762
142191573,3892822
141287867,296607838
48790890,283107792
2854798,268766964
35335282,71299360
132626507,270899075
6406511,167045476
105410696,313461858
23688622,383234244
18594472,2823783
113512469,150429306
113512469,61064707
16830811,133985619
106290839,81889739
142191573,277149740
140318987,341161365
105906755,144976417
105906755,238973707
39654332,301499587
106166372,52755798
125484917,199106446
42096946,386241735
15670219,341690127
60913700,89042044
65033052,324196813
122802170,153433816
54041681,156394710
122802170,156394710
136662507,99595384
29684399,134632501
138541432,144625473
63503114,340570491
12546384,336052094
54594113,377579702
60783275,31435287
106778951,47726956
106778951,71743660
106778951,349770970
106778951,212629676
106778951,54375951
106778951,303025867
141531335,243014811
50202820,270787747
16407724,118835036
50202820,118835036
120305341,166385385
47588459,194701908
4209449,69692737
106960781,328874301
107100014,354111710
106957727,32676313
116340014,122734772
107264414,274520757
107264414,27096722
142191573,44523695
22428027,392480742
111124222,240980648
54594113,139875811
112619968,95867699
64047083,142375514
30539523,3019336
23579299,3019336
137490870,38600045
116340014,265757035
110948224,202804844
48195330,215402213
107447408,328689347
107447408,403434589
42096946,196516706
54915080,337645747
39880280,13482377
25295611,112263922
16407724,374836139
138961180,284608420
43205692,378730350
43205692,396171430
43205692,144223786
45263381,350471376
44142824,280668731
35482754,399454553
18594472,3700188
107902802,127132351
107902802,327186410
103485109,122165458
137507730,389805996
104550352,283567102
120305341,397652066
132626507,212379175
48790890,212379175
132626507,34223154
127383669,197488747
132755942,197488747
6264206,75310164
132755942,11653679
51813809,329063710
20697153,102609452
10820115,76187584
10820115,303788543
10820115,322187454
10820115,142839595
10820115,352211501
10820115,164210470
10820115,61669031
10820115,230857279
10820115,86071912
15362806,86071912
10820115,98195170
10820115,195006287
10820115,140386280
10820115,109447458
10820115,264268988
10820115,132786533
132626507,57047804
30657582,321646366
132626507,231718096
106290839,231718096
137507730,358788976
121923944,73681123
137525448,376999872
131566256,93121568
108809234,278950351
121055447,234648388
5525891,3920363
42096946,192410537
54594113,204461871
122357858,219583011
61432703,53382385
15389083,300703107
109016093,398105124
35335282,371117109
35335282,128936840
123384614,24181441
35335282,184393096
20501826,344294537
116340014,334719007
41085817,128247101
114278486,385639722
138560071,276364549
106346810,258826379
19864337,96158457
110728627,136266233
127367034,347887357
3353347,172025245
142191573,397670044
12952941,197997766
110068303,101726918
116523407,382112102
2088409,132669691
110163391,361346418
11391297,78121663
110216161,352912570
110216161,3890977
101823100,80784169
2088409,10831936
39654332,334302879
104244022,229407585
60380684,392376651
46729748,140000262
4486844,190390494
120305341,215082369
62693996,353217183
25108597,203095924
110701894,125855196
45334496,67574994
64047083,81286222
127485435,84271163
34085107,169978120
56993964,305742819
26491468,198715997
142014633,254836176
110961790,276237060
110961790,355426498
136948968,140883116
134116374,56943774
33253837,247645482
124700441,400640340
33253837,49149900
33253837,214683302
104550352,360143307
116306612,195457699
44182382,291503193
133149785,404069804
48154965,259776444
317091,326108663
111382789,261554871
50202820,273109658
111409210,314868869
18594472,85202142
16407724,313833725
137515335,104821990
62036600,319159328
34125247,204680146
132424760,69977335
19052485,343299064
116159885,133981397
54614978,195619344
3353347,164842579
22545810,23596160
135894801,233678245
62969888,43207895
112141018,314670909
112141018,31193281
112141018,33069267
112141018,20997179
112141018,186834589
112141018,355399139
112141018,239817985
132626507,140610787
112485514,209953710
48790890,81081308
3313048,149387006
1321831,264597138
131019638,155588139
106290839,368459805
106290839,186891476
22545810,356601285
12215373,7562314
12215373,270548702
12215373,381086181
110948224,332111433
63623282,124405283
35828117,203688373
133679246,29037240
102784585,54928562
120305341,338018239
63004058,351684132
123154961,5090147
113579729,330674301
33253837,9214962
113579729,400162878
50936650,173985396
40165705,117547812
29684399,1490572
11366706,233101284
11366706,314633261
11366706,314994124
61432703,355194157
317091,233292622
18959614,157456232
18959614,108852248
18959614,61535141
43205692,374316936
31520809,376813675
11391297,129050884
62263166,22181492
4968401,340452466
135378246,379249019
29545478,91082397
42096946,129509881
63623282,378575499
126376929,116212666
25286173,160598516
3353347,26160986
137334222,214539334
18594472,146230850
29194001,345757313
29194001,163374588
106290839,293155884
19950899,62858944
54057266,397656480
63220007,229076252
62062778,248621693
101680957,353181987
134116374,310599523
142014633,77003388
110067667,289330031
115669976,304554880
115669976,187864672
22545810,17923602
115761083,269477241
115761083,64989800
128753499,192686559
45429617,180220588
115852613,163949624
115852613,358192277
131771456,403813216
115856090,250568332
64509513,388477074
116523407,119930041
29194001,222352590
116523407,360817002
44142824,273532679
116340014,54198076
116340014,170074148
116340014,23098902
50114359,229347739
47688515,173265632
53961920,158824352
18382879,129504086
116592686,329018160
127919298,323349755
120013993,370307094
5257922,370366552
54860714,104492596
4968401,66804201
4968401,80983527
108485978,399655354
111408175,244744584
117340109,56554088
34756237,187699550
108485978,202546763
63004058,19155415
56818905,382993678
117753018,203851622
29201000,68872441
122357858,115348056
46345739,402400063
27496280,86610821
135944085,288901291
46539368,342820777
103316629,282492947
118630104,386516129
20501826,17641568
22428027,199069369
48790890,337484257
118733970,134877587
100397503,43249679
60196916,64007538
22428027,249384335
114278486,105509640
23579299,259139642
35934752,201014813
46312028,191638063
135894801,30244339
51813809,286704766
132626507,183562502
48790890,183562502
127204677,51835235
51813809,254637907
122132057,154516935
63623282,71364370
131566256,20212861
17219776,128702084
119877840,69583380
119877840,100680477
132755942,249300986
54041681,303623649
35335282,41538008
102784585,347221497
102784585,182065113
132541898,342241097
23730268,376685315
120430102,238390216
132626507,297242296
15033334,297189143
137507730,404004432
137507730,153684026
122630648,334485827
25573066,133186015
121048688,208843421
111124222,152521101
121883405,368485748
121883405,271705542
121883405,349199984
121883405,274749242
121883405,401061336
12626139,185724893
53504429,238589408
112754899,281074675
122052416,274402578
122357858,242725915
122357858,222439594
101680957,52222250
12257382,185913169
106531367,331684471
1211491,331684471
137131725,206477057
106290839,187135308
139834975,224610957
50936650,376180369
5369231,304220562
19371422,73230566
106290839,238503124
18594472,361190274
35335282,163961798
123839396,173802353
123839396,339797425
138589540,128429914
120456085,390646067
33253837,17782989
33253837,311262304
132626507,291609445
13466895,12780506
54041681,155979957
132626507,219479376
124675478,105337403
124675478,331422928
124675478,203541901
124675478,374557660
18856090,345718328
142014633,928037
63623282,244553557
123154961,294264177
137507730,85930257
125042321,200288801
125042321,131931832
142014633,401037080
12506484,317247542
12506484,287388185
138961180,98603220
60380684,237223630
16476718,393141589
12546384,93988402
12546384,173045927
12546384,351264201
12546384,76643080
26748949,233897645
127919298,18189868
27201955,26423931
139834975,144779916
21150501,283810029
34125247,109779599
125690411,30964096
50202820,212483275
43205692,19046121
25737649,17712290
131566256,41801889
100724935,289562674
12215373,373509625
132999185,302909467
33635794,94474707
5708087,200867098
121299887,336162847
44754434,336648539
44754434,372506282
124900136,368870511
48967362,311913498
127204677,330989907
29235785,139744584
127367034,230542910
127367034,203474800
127367034,281251986
127367034,268885206
51813809,50608981
120306985,75693482
14969215,204515380
135567210,216916207
137507730,118668313
128148624,365917183
128148624,303864881
132626507,242949785
135567210,369396275
34125247,168698202
128496906,86623018
114020513,393542089
121923944,80225661
62109026,340366882
37020122,349757910
32679361,214874577
128912448,179516162
128912448,388682706
128912448,374201179
128912448,53678937
128912448,213422035
128912448,287749595
22726524,272369633
136662507,273502666
104597596,46031989
142014633,302419754
62879735,311053665
114099881,342049652
16195777,203279185
129887427,97725387
26491468,389387348
42096946,395074329
102213124,268099848
46729748,400840831
29684399,239524892
49235565,281187080
130756541,30853130
130756541,113555940
21980778,367431739
111408175,243925148
131395085,321599479
131395085,111161394
57380691,303002557
20170290,255284313
13165215,280602982
132626507,11685888
131856122,58774133
131856122,131068480
131856122,337528601
131856122,286020089
131856122,305340269
131856122,254220669
131856122,71750778
131856122,244288893
131856122,163456075
131856122,92695700
11962560,321005458
26491468,22565309
3408454,22565309
48790890,360309187
126674457,229937058
132236660,381125638
132236660,180933374
132236660,246840210
132236660,151793480
50936650,127154778
132236660,348431895
57269349,40373908
114099881,208364195
62844941,47909770
50142094,99521373
132541898,383854295
132541898,325772600
132541898,147895337
132541898,284902412
39654332,316329529
132626507,13761688
132626507,286175221
132626507,11492957
132626507,351696515
132626507,23327691
132626507,372827713
132626507,179516225
132626507,299440985
132626507,104286227
132626507,20897866
132626507,233488112
132626507,239537870
132626507,281443615
132626507,291838996
132626507,227984323
132999185,245101587
133111010,280616540
133111010,96491975
55100099,275437573
139384858,263968903
138560071,278987269
54893456,89178385
134241933,132756125
134241933,83002244
134241933,253877284
45263381,370092715
134998335,11372526
110948224,108603914
135249894,39554131
100422676,175957404
127916115,291874826
104900356,108771067
135660702,24777557
135660702,257865990
135894801,288957677
128441868,123705616
62969888,105374048
110128897,68150084
136286592,282093572
136286592,115214235
43205692,210060973
136286592,396351064
136286592,341533485
136286592,377941675
136286592,356686046
136286592,222767568
136286592,51472776
136286592,232886648
136286592,205050604
136286592,190177818
136286592,159396014
21206283,386052773
136286592,382008047
136286592,91500364
136297512,351257873
16715536,9267693
13698828,171487293
14083845,123509275
5369231,118143895
137334222,385553729
137393502,230638900
137534145,142559050
137534145,279425725
138210216,183333503
130797629,62515998
42096946,400072608
24979429,167780112
102681517,112523398
110128897,49022358
137640381,373435069
138961180,243088323
137640381,79851594
138961180,300455857
138961180,5034127
142191573,44007043
139060891,294750247
139060891,207152485
46312028,150996707
22545810,111326140
46312028,322584815
139750147,309265105
140020931,154687874
6337658,11671736
110128897,172993523
102506116,119439995
135378246,133073301
14083845,143883108
140863667,360827124
141227570,250152365
111124222,148531054
141322373,228448019
5708087,298172271
40528453,24106739
27831488,328371723
22716240,392815586
50260039,251443481
30527130,59006048
5708087,249026377
15033334,6795748
15033334,44937462
15289597,73335011
46539368,186369027
5369231,172143549
111124222,73715157
15389083,160048183
49890471,146477517
116631182,211666518
113210000,117811024
34125247,25830628
120305341,126007808
22428027,305106635
116159885,384236071
39759851,16008761
16077718,336873282
16077718,217396054
16077718,261792784
16088923,28747337
16088923,299274992
16088923,132390134
54041681,303563756
17219776,195221265
17219776,61285574
16407724,135510249
16407724,13016443
16476718,365470065
16476718,11672291
122802170,45438516
42096946,347300442
17171257,294328829
17171257,218880040
17171257,223441580
51813809,282618528
134891106,269129977
51813809,148697984
17562880,392337274
17562880,42957798
17562880,247864088
17562880,389880109
17562880,397385654
17562880,89075900
17562880,230261439
17562880,150001246
17562880,375360011
17562880,367985636
17562880,173137793
17811184,22632829
17811184,211610634
134327445,241747558
18176035,47092763
18176035,80853930
18176035,308105379
18382879,287174582
18382879,342070665
121923944,381679323
18488008,382134731
18488008,163689973
18488008,268865942
18704425,36669174
49099929,238289627
19225913,70044282
19371422,285938503
16401055,304490427
1953838,243247546
137490870,320821185
140892989,346234000
20056050,230957234
122645273,33222349
106290839,143263044
32060788,219327850
135235563,81043001
105805055,96578548
29499215,233721639
51318043,291111902
21472872,37397693
21472872,404302641
21980778,112544123
21980778,6873921
22259706,174667522
110067667,176012436
22380591,396698613
1591612,353656592
22743681,289224658
2297257,11923201
2437852,310589979
24472810,385785865
24472810,122835018
24472810,366516190
120305341,22022092
25286173,330209848
3444136,174635395
25337005,120660642
25337005,257955347
25337005,126313845
25337005,202052064
25337005,385422607
25337005,238673856
25337005,293012984
25337005,62970440
25337005,186574281
25337005,239548487
25337005,194972083
25337005,400488900
25337005,188823247
25337005,129756638
25337005,37573066
25337005,86839801
25460341,398035131
25528858,309975817
25737649,336145229
119178861,111615598
56269254,56659837
48594900,283170155
110128897,287227617
26491468,360194418
26491468,342884796
26748949,45974177
26748949,1399779
11026029,88964509
127485435,47657245
61432703,56593125
135378246,218735110
27951998,114159376
46312028,5868986
28178051,249403460
34125247,170163700
28477565,252880454
28477565,217357776
28477565,360674394
64151780,137377762
29235785,329657395
2961442,267909918
62217770,231495765
2961442,351334128
29684399,125157108
30009492,196793876
138709606,386751326
302466,390841005
30293799,252876827
30293799,351734870
13709817,301730836
54594113,343646760
49669986,108206610
100422676,65545366
3285586,123026700
3285586,364060819
33253837,234560496
33253837,74662588
3353347,12682424
3353347,363470782
3353347,31878787
36422153,216744349
33635794,68289678
54041681,954972
3408454,25509842
21060159,185485928
34125247,353901488
34125247,54934698
64824540,40720543
317091,151712003
23730268,64716217
35687702,25146338
62969888,121827867
59356413,111995493
35687702,282734411
35687702,152245186
35687702,175054968
1211491,136221535
3697045,122615441
100184380,386120298
50936650,99485837
46770707,373589790
27496280,172658863
105805055,354115553
111124222,357111834
3777256,31609311
37928819,28855806
37928819,144665944
48362340,43508009
53976869,43508009
36198131,258349063
39329021,267105988
39329021,383830351
39329021,307405904
39329021,240152909
39329021,167169765
39329021,192550294
39329021,328376598
39329021,225321535
39329021,206358562
39329021,211482582
39329021,271652875
39329021,83228924
39329021,262546497
57679953,353255234
39654332,388079909
26037919,70506159
135567210,147681344
40406632,324232322
61432703,367006414
109737327,150724185
13709817,56872257
128441868,169746255
4210565,282550777
120305341,127861086
42793246,77414788
42793246,125634399
42793246,330687918
42793246,332975970
42793246,324456403
116159885,167266859
42873856,25790243
42873856,67457624
43386565,157002754
44359823,252590894
44359823,318549871
42096946,35946273
44754434,72173655
44754434,89110033
21624663,50595234
21624663,134514561
53667812,128267492
45629939,184931760
45629939,275608907
45629939,21474169
124956647,159219622
46312028,97529977
46312028,120428365
46312028,197291039
46312028,163580440
106290839,1993221
120305341,321551445
47456582,200846580
47456582,105380642
47456582,311897576
47456582,214847561
47456582,362300787
35335282,63536045
50102935,243589938
48674940,312219367
5369231,373402037
49060518,150745281
49060518,309632381
48790890,338727776
4915814,186653415
139384858,59615665
49711251,369941663
114278486,318551740
49444128,162618129
51813809,262599392
49711251,385152703
49711251,123974875
50114359,283687321
50114359,183038900
4209449,159211259
43205692,243465434
51813809,353955446
59556336,157378005
50783368,205542738
50805790,70291150
50805790,335439804
50805790,146543101
42096946,23893034
530238,69382307
530238,165455096
103823974,37910916
53457986,171877215
20462589,49483732
5369231,18311946
5369231,388841642
5369231,108849931
5369231,394658338
5369231,75245446
5369231,81192500
5369231,387044850
5369231,36641963
135378246,180200233
54004679,202315893
54041681,295067912
54041681,398329798
54041681,278129435
54041681,318998535
54041681,154726
54041681,339102108
54041681,146662167
54041681,241195323
54041681,380792122
42991288,380480240
56269254,161850979
56743230,295993609
135378246,400701289
57269349,42730171
57269349,105679475
57269349,346412925
57269349,109860118
57269349,346143679
57269349,207420977
57269349,92558978
57269349,395749244
57644532,100742887
122132057,48155789
58517586,231003176
48594900,105573580
120210733,342901033
29499215,160186502
59356413,280303221
59472933,115152156
59556336,109257437
138487774,282632922
107266523,73405614
60489965,337446577
60489965,94037715
134891106,179345572
48790890,384922916
63503114,67487454
62053130,151900364
23730268,214958914
6264206,352084967
6264206,141516057
6264206,32555734
62879735,196777447
62879735,384038335
62879735,249061444
122132057,288398671
20612499,212936741
6357161,153488214
6357161,372332367
64019348,242959465
64043492,106945218
135378246,335006730
120305341,174897531
100171465,282381791
108485978,372379255
130205933,94874554
101680957,224805315
101680957,89635354
101680957,344386368
42096946,120214329
101823100,337760373
48790890,175815755
121262927,242850512
122132057,401112094
103823974,131120022
103823974,200237852
103823974,287907105
103823974,147838679
103823974,316196236
103823974,191709394
103823974,298876409
103823974,276596024
104165455,27422788
104550352,167226076
104550352,256950106
104550352,83931547
104550352,61702175
134116374,293229160
46539368,216867280
48362340,154168523
52403660,39070974
105679988,109342854
134891106,294044738
106290839,332534626
106290839,304963366
106290839,148593624
106290839,79123700
106290839,341917257
106290839,221726347
106290839,155632184
106290839,115432633
106290839,236959865
106290839,76777261
106290839,345526348
106290839,292666180
10634751,107142845
106655468,60389288
106115495,125701061
106957727,385629651
107266523,71757076
19950899,214033234
120305341,273501352
109092473,304417285
120305341,189099117
120305341,66795195
44691722,31258704
109682448,233781862
110946571,147950706
